Company Name,Industry,Stage,Amount($),HeadQuarter,Funding Year,Founded,category
Cellestial,Electronics,Early Stage,500000.0,Hyderabad,2021,2019.0,Other
FanCode,Sports startup,unknown,50000000.0,Mumbai,2021,2019.0,Other
Jai Kisan,FinTech,Series A to Series H,30000000.0,Mumbai,2021,2017.0,Technology
Plum,HealthCare,Series A to Series H,15000000.0,Bangalore,2021,2019.0,Healthcare
ThatMate,HealthCare,unknown,140000.0,Satara,2021,2019.0,Healthcare
Klassroom,EdTech,Early Stage,200000.0,Mumbai,2021,2016.0,Technology
Convin,SaaS startup,Early Stage,300000.0,Bangalore,2021,2019.0,Other
Mensa Brands,Clothing,Series A to Series H,50000000.0,Bangalore,2021,2021.0,Other
Disruptium,Consulting,unknown,200000.0,Ahmadabad,2021,2021.0,Consulting & Services
MedTel Healthcare,HealthCare,Early Stage,5000000.0,Orissia,2021,2017.0,Healthcare
Pickright Technologies,FinTech,unknown,200000.0,Bangalore,2021,2019.0,Technology
Ingenium,EdTech,Early Stage,0.0,New Delhi,2021,2018.0,Technology
RuleZero,Tech Startup,Early Stage,1000000.0,Bangalore,2021,2019.0,Technology
Rubix Data Sciences,IT startup,Early Stage,800000.0,Mumbai,2021,2018.0,Other
Locobuzz,Analytics,Series A to Series H,4000000.0,Mumbai,2021,2011.0,Other
We Founder Circle,FinTech,Early Stage,2000000.0,Mumbai,2021,2020.0,Technology
Haqdarshak,Finance,Early Stage,800000.0,Jaipur,2021,2015.0,Finance $ Banking
Celcius,Logistics,Early Stage,0.0,Mumbai,2021,2020.0,Autommotive $ Transportation
Enthu.ai,AI startup,unknown,200000.0,Chandigarh,2021,2020.0,Other
Myelin Foundry,AI startup,Early Stage,1000000.0,Bangalore,2021,2019.0,Other
SuperOps.ai,AI startup,Early Stage,3000000.0,Chennai,2021,2020.0,Other
6Degree,Retail,unknown,1000000.0,Mumbai,2021,2014.0,Other
Teachmint,EdTech,Series A to Series H,16500000.0,Bangalore,2021,2020.0,Technology
Sarathi,HealthCare,Early Stage,100000.0,Jodhpur,2021,2020.0,Healthcare
Jidoka Technologies,Software,Early Stage,340000.0,Chennai,2021,2018.0,Technology
Rapido,Transportation,Series A to Series H,43000000.0,Bangalore,2021,2015.0,Autommotive $ Transportation
BYJU'S,EdTech,unknown,150000000.0,Bangalore,2021,2011.0,Technology
ElasticRun,E-commerce,Series A to Series H,75000000.0,Pune,2021,2015.0,E-Commerce & Marketplace
Avail Finance,FinTech,Later Stage,3000000.0,Bangalore,2021,2017.0,Technology
Nivesh,FinTech,Early Stage,1600000.0,Noida,2021,2016.0,Technology
Thingsup,IoT platform,unknown,1000000.0,Pune,2021,2020.0,Other
Arthya Wealth and Investments,FinTech,Early Stage,1000000.0,Mumbai,2021,2020.0,Technology
Zepto,E-commerce,unknown,60000000.0,Mumbai,2021,2021.0,E-Commerce & Marketplace
Fi,Financial Services,Series A to Series H,50000000.0,Bangalore,2021,2019.0,Consulting & Services
Kiko Live,Commerce,Early Stage,1000000.0,Gurugram,2021,2020.0,E-Commerce & Marketplace
TurboHire,Computer Software,unknown,111909478.7413793,Hyderabad,2021,2019.0,Technology
The Hosteller,Hospitality,Early Stage,1000000.0,Mumbai,2021,2015.0,Other
SatSure,Defense & Space,unknown,111909478.7413793,Bangalore,2021,2017.0,Other
Ruptok Fintech,Financial Services,Early Stage,2000000.0,New Delhi,2021,2020.0,Consulting & Services
VilCart,Retail,unknown,2000000.0,Bangalore,2021,2017.0,Other
Dogsee Chew,Food & Beverages,Early Stage,7000000.0,Bangalore,2021,2015.0,Food & Agriculture
Advantage Club,HR Tech,Early Stage,3300000.0,Gurugram,2021,2014.0,Technology
TRDR,Financial Services,unknown,150000.0,Bangalore,2021,2020.0,Consulting & Services
Zoomcar,Mobility,unknown,92000000.0,Bangalore,2021,2012.0,Other
Leap India,Logistics & Supply Chain,unknown,10000000.0,Mumbai,2021,2013.0,Autommotive $ Transportation
SuperBottoms,Consumer Goods,unknown,400000.0,Mumbai,2021,2015.0,Other
Cora Health,Health,Early Stage,600000.0,Bangalore,2021,2020.0,Healthcare
Battery Smart,Renewables & Environment,Early Stage,7000000.0,New Delhi,2021,2019.0,Other
The Good Glamm Group,Information Technology & Services,Series A to Series H,150000000.0,Pune,2021,2021.0,Technology
Mosaic Wellness,Health,Series A to Series H,24000000.0,Mumbai,2021,2019.0,Healthcare
CloudFiles,SaaS startup,Early Stage,300000.0,Bangalore,2021,2020.0,Other
The Viral Fever,Entertainment,unknown,2000000.0,Mumbai,2021,2012.0,Other
Xpand,Retail,Early Stage,1500000.0,New Delhi,2021,2021.0,Other
Troo Good,E-commerce,Series A to Series H,7000000.0,Hyderabad,2021,2018.0,E-Commerce & Marketplace
Prodo,Business Supplies & Equipment,Early Stage,300000.0,New Delhi,2021,2021.0,Other
Unnati,FinTech,Series A to Series H,7000000.0,Noida,2021,2019.0,Technology
Lysto,NFT,Early Stage,3000000.0,Bangalore,2021,2021.0,Other
Wakefit,Furniture,Series A to Series H,20000000.0,Bangalore,2021,2014.0,Other
Buyofuel,Oil & Energy,Early Stage,100000.0,Coimbatore,2021,2020.0,Other
ElectricPe,EV,Early Stage,3000000.0,Bangalore,2021,2021.0,Other
Vayana Network,Financial Services,Series A to Series H,30000000.0,Pune,2021,2017.0,Consulting & Services
Valuationary,E-learning,Early Stage,100000.0,Surat,2021,2020.0,Other
Knocksense,Online Media,unknown,150000.0,Lucknow,2021,2016.0,Other
Petpooja,Information Technology & Services,unknown,4500000.0,Ahmedabad,2021,2011.0,Technology
Wingreens Farms,Food & Beverages,unknown,17000000.0,Gurugram,2021,2011.0,Food & Agriculture
Doola,Company-as-a-Service,unknown,3000000.0,New York,2021,2020.0,Other
EyeMyEye,Eyewear,Early Stage,2000000.0,Gurugram,2021,2021.0,Other
Bombay Hemp Company,Textiles,unknown,2000000.0,Mumbai,2021,2013.0,Other
DGV,Information Technology & Services,Early Stage,3000000.0,Bangalore,2021,2019.0,Technology
GuardianLink,Information Technology & Services,Series A to Series H,12000000.0,Chennai,2021,2017.0,Technology
Clinikk,Hospital & Health Care,Early Stage,4000000.0,Bangalore,2021,2016.0,Healthcare
Toplyne,Computer Software,unknown,2500000.0,Bangalore,2021,2021.0,Technology
Mensa,D2C,Series A to Series H,135000000.0,Bangalore,2021,2021.0,Other
GENLEAP,Professional Training & Coaching,Early Stage,8000000.0,Haryana,2021,2021.0,Other
Planys,Maritime,Early Stage,1600000.0,Chennai,2021,2015.0,Other
Wonderchef,Consumer Goods,unknown,20000000.0,Mumbai,2021,2009.0,Other
GoKwik,Information Technology & Services,Series A to Series H,15000000.0,New Delhi,2021,2020.0,Technology
Velocity,Financial Services,Series A to Series H,20000000.0,Bangalore,2021,2020.0,Consulting & Services
SalaryBox,Financial Services,Early Stage,4000000.0,Gurugram,2021,2020.0,Consulting & Services
Boingg,Furniture,Early Stage,200000.0,Gurugram,2021,2019.0,Other
Better Capital,Venture Capital & Private Equity,unknown,15000000.0,Santra,2021,2006.0,Other
Tickertape,Financial Services,unknown,5000000.0,Bangalore,2021,2019.0,Consulting & Services
Zenpay Solutions,Financial Services,unknown,111909478.7413793,New Delhi,2021,2019.0,Consulting & Services
Disprz,E-learning,Series A to Series H,13000000.0,Mumbai,2021,2015.0,Other
Arbo Works,Computer Software,unknown,111909478.7413793,Mountain View,2021,2021.0,Technology
Inzpira,E-learning,Early Stage,300000.0,Trivandrum,2021,2021.0,Other
Defy,Financial Services,unknown,5500000.0,Bangalore,2021,2021.0,Consulting & Services
Mindhouse,Health,Early Stage,6000000.0,Gurugram,2021,2019.0,Healthcare
Homversity,Housing Marketplace,unknown,155000.0,Ahmedabad,2021,2017.0,E-Commerce & Marketplace
Toppersnotes,Education Management,Early Stage,1000000.0,Jaipur,2021,2015.0,Other
NoBroker.com,Real Estate,Series A to Series H,2100000.0,Bangalore,2021,2014.0,Real Estate $ Property
Haber,Industrial Automation,Series A to Series H,20000000.0,Pune,2021,2017.0,Autommotive $ Transportation
True Balance,Financial Services,unknown,30000000.0,Gurugram,2021,2014.0,Consulting & Services
Recordent,Financial Services,unknown,400000.0,Hyderabad,2021,2018.0,Consulting & Services
Koparo,Consumer Goods,Early Stage,700000.0,New Delhi,2021,2020.0,Other
Indifi,Financial Services,unknown,40000000.0,Gurugram,2021,2015.0,Consulting & Services
Settl,Real Estate,Early Stage,500000.0,Bangalore,2021,2020.0,Real Estate $ Property
Park+,Tech startup,Series A to Series H,25000000.0,New Delhi,2021,2019.0,Technology
Simple Energy,Automotive,Early Stage,21000000.0,Bangalore,2021,2019.0,Autommotive $ Transportation
Dream Sports,Sports,unknown,840000000.0,Mumbai,2021,2008.0,Other
Spinny,Automotive,Series A to Series H,248000000.0,Gurugram,2021,2015.0,Autommotive $ Transportation
Rentomojo,Furniture Rental,unknown,10000000.0,Bangalore,2021,2014.0,Other
Slice,Financial Services,Series A to Series H,220000000.0,Bangalore,2021,2015.0,Consulting & Services
21K School,E-learning,Early Stage,5000000.0,Bangalore,2021,2020.0,Other
Adda247,E-learning,Series A to Series H,20000000.0,Gurugram,2021,2016.0,Other
Loop Health,Hospital & Health Care,unknown,12000000.0,Pune,2021,2018.0,Healthcare
Rupifi,Financial Services,Later Stage,1000000.0,Bangalore,2021,2020.0,Consulting & Services
RENEE Cosmetics,Cosmetics,Early Stage,1500000.0,Ahmedabad,2021,2019.0,Other
Svish,Consumer Goods,Early Stage,400000.0,Gurugram,2021,2020.0,Other
Progcap,FinTech,Series A to Series H,30000000.0,New Delhi,2021,2016.0,Technology
Smartstaff,Recruitment,unknown,4300000.0,Bangalore,2021,2020.0,Other
D’Moksha Homes,Textiles,Early Stage,570000.0,Mumbai,2021,2020.0,Other
ANS Commerce,E-commerce,Early Stage,2200000.0,Gurugram,2021,2017.0,E-Commerce & Marketplace
Mobileware Technologies,Information Technology & Services,unknown,4700000.0,Mumbai,2021,2008.0,Technology
GramCover,Insurance,Series A to Series H,7000000.0,Noida,2021,2016.0,Finance $ Banking
BYJU'S,EdTech,unknown,300000000.0,Bangalore,2021,2011.0,Technology
Hyperface,Information Technology & Services,unknown,1300000.0,Bangalore,2021,2021.0,Technology
Licious,Food & Beverages,Series A to Series H,52000000.0,Bangalore,2021,2015.0,Food & Agriculture
Chalo,Mobility,Series A to Series H,40000000.0,Mumbai,2021,2014.0,Other
Kaar Technologies,Information Technology & Services,unknown,4000000.0,Chennai,2021,2005.0,Technology
Kissan Pro,Farming,unknown,111909478.7413793,Jharkhand,2021,2021.0,Other
Sunstone Eduversity,EdTech,Series A to Series H,28000000.0,Gurugram,2021,2011.0,Technology
Ozonetel,Telecommunications,Series A to Series H,5000000.0,Hyderabad,2021,2007.0,Other
CoinSwitch Kuber,Crypto,Series A to Series H,260000000.0,Bangalore,2021,2017.0,Other
Pazcare,Insurance,Early Stage,3500000.0,Bangalore,2021,2020.0,Finance $ Banking
kWh Bikes,Automotive,Early Stage,2000000.0,Bangalore,2021,2020.0,Autommotive $ Transportation
IBSFINtech,Information Technology & Services,Early Stage,1000000.0,Bangalore,2021,2006.0,Technology
LeadSquared,Computer Software,unknown,111909478.7413793,Bangalore,2021,2011.0,Technology
Phool.co,Renewables & Environment,unknown,111909478.7413793,Kanpur,2021,2017.0,Other
Twin Health,Health,Series A to Series H,140000000.0,Chennai,2021,2018.0,Healthcare
Trica,Equity Management,Early Stage,3000000.0,Mumbai,2021,2021.0,Other
mHealth,Health,Early Stage,111909478.7413793,New Delhi,2021,2020.0,Healthcare
Rebel Foods,Cloud kitchen,Series A to Series H,175000000.0,Mumbai,2021,2011.0,Other
ProfitWheel,Marketing & Advertising,Early Stage,3000000.0,Mumbai,2021,2020.0,E-Commerce & Marketplace
Log 9 Materials,Nanotechnology,unknown,2000000.0,Bangalore,2021,2014.0,Technology
Chingari,Entertainment,unknown,19000000.0,Bangalore,2021,2018.0,Other
Ishitva,Computer Software,Early Stage,1000000.0,Ahmedabad,2021,2018.0,Technology
Ola Electric,Automotive,unknown,200000000.0,Bangalore,2021,2017.0,Autommotive $ Transportation
leap.club,Community,Early Stage,810000.0,Gurugram,2021,2014.0,Other
F5,Retail,Early Stage,600000.0,New Delhi,2021,2018.0,Other
ForeignAdmits,Higher Education,Early Stage,400000.0,Bangalore,2021,2018.0,Other
SALT,Financial Services,Early Stage,500000.0,Bangalore,2021,2019.0,Consulting & Services
EarnWealth,Financial Services,Early Stage,500000.0,Pune,2021,2014.0,Consulting & Services
Visit Health,Health,unknown,7500000.0,New Delhi,2021,2015.0,Healthcare
Crater.Club,Media,Early Stage,700000.0,Bangalore,2021,2020.0,Other
NFTically,NFT,Early Stage,1000000.0,Gurugram,2021,2021.0,Other
ReshaMandi,B2B,Series A to Series H,30000000.0,Bangalore,2021,2020.0,Other
Zetwerk,Mechanical Or Industrial Engineering,unknown,600000000.0,Bangalore,2021,2018.0,Other
Hubilo,Software Startup,Series A to Series H,125000000.0,Ahmedabad,2021,2020.0,Technology
M2P Fintech,Financial Services,Series A to Series H,35000000.0,Chennai,2021,2015.0,Consulting & Services
Open Financial Technologies,Financial Services,Series A to Series H,90000000.0,Bangalore,2021,2017.0,Consulting & Services
Niro,Financial Services,Early Stage,3500000.0,Bangalore,2021,2021.0,Consulting & Services
Wiingy,E-learning,unknown,400000.0,Bangalore,2021,2021.0,Other
CarDekho,Automotive,Series A to Series H,250000000.0,Jaipur,2021,2008.0,Autommotive $ Transportation
Melorra,D2C jewellery,unknown,24000000.0,Bangalore,2021,2015.0,Healthcare
AnKa SumMor,Sales and Distribution,Early Stage,1000000.0,Bangalore,2021,2017.0,Other
Toch.ai,SaaS,Series A to Series H,11000000.0,Mumbai,2021,2016.0,Other
Playto Labs,E-learning,Early Stage,500000.0,Bangalore,2021,2021.0,Other
Fraazo,Food & Beverages,Series A to Series H,50000000.0,Mumbai,2021,2020.0,Food & Agriculture
Arcana,Information Technology & Services,unknown,2300000.0,Bangalore,2021,2019.0,Technology
FloCareer,Information Services,Series A to Series H,5700000.0,Bangalore,2021,2018.0,Consulting & Services
Nap Chief,Apparel & Fashion,Early Stage,200000.0,Mumbai,2021,2019.0,Other
AcknoLedger,Crypto,Early Stage,1500000.0,Mumbai,2021,2021.0,Other
ApplicateAI,Information Technology & Services,Series A to Series H,30000000.0,Gurugram,2021,2014.0,Technology
VLCC Health Care,Health,unknown,4000000.0,Gurugram,2021,1989.0,Healthcare
Duroflex,Furniture,unknown,60000000.0,Bangalore,2021,1963.0,Other
Aviom India,Financial Services,Series A to Series H,8000000.0,Bhilwara,2021,2016.0,Consulting & Services
Onato,Computer Software,unknown,2200000.0,Bangalore,2021,2021.0,Technology
Mestastop Solutions,Biotechnology,unknown,100000.0,Bangalore,2021,2018.0,Technology
SaaS Labs,SaaS,Series A to Series H,17000000.0,Noida,2021,2016.0,Other
Devnagri,Translation & Localization,Early Stage,600000.0,Noida,2021,2017.0,Other
CRED,Finance,Series A to Series H,250000000.0,Bangalore,2021,2018.0,Finance $ Banking
ConveGenius,Education Management,Early Stage,5000000.0,Noida,2021,2013.0,Other
Totality,Entertainment,unknown,1000000.0,Gurugram,2021,2017.0,Other
CredAble,Financial Services,Series A to Series H,30000000.0,Mumbai,2021,2017.0,Consulting & Services
MarketWolf,Financial Services,Early Stage,5500000.0,Mumbai,2021,2017.0,Consulting & Services
Wondrlab,Marketing & Advertising,Early Stage,7000000.0,Mumbai,2021,2020.0,E-Commerce & Marketplace
SUN Mobility,Automotive,unknown,50000000.0,Bangalore,2021,2017.0,Autommotive $ Transportation
Tamasha,Entertainment,Early Stage,3000000.0,Mumbai,2021,2020.0,Other
Revfin,Financial Services,Early Stage,4000000.0,New Delhi,2021,2017.0,Consulting & Services
Yu Foodlabs,Food & Beverages,Early Stage,1000000.0,Gurugram,2021,2020.0,Food & Agriculture
MergerDomo,Investment Banking,unknown,500000.0,New Delhi,2021,2018.0,Finance $ Banking
FarMart,Farming,Series A to Series H,10000000.0,Gurugram,2021,2015.0,Other
Questt,EdTech,Series A to Series H,6750000.0,Gurugram,2021,2020.0,Technology
IDfy,Information Technology & Services,Series A to Series H,10000000.0,Mumbai,2021,2011.0,Technology
ClearDekho,Retail,Early Stage,4000000.0,Ghaziabad,2021,2016.0,Other
BookingJini,Hospitality,Early Stage,1200000.0,Gurugram,2021,2017.0,Other
Sourcewiz,Information Technology & Services,Early Stage,3000000.0,Gurugram,2021,2021.0,Technology
Tvasta,Mechanical Or Industrial Engineering,unknown,400000.0,Chennai,2021,2016.0,Other
Kafqa Academy,E-learning,Early Stage,1300000.0,Bangalore,2021,2021.0,Other
Trell,Social commerce,unknown,100000000.0,Bangalore,2021,2016.0,E-Commerce & Marketplace
Storia,Food & Beverages,Series A to Series H,6000000.0,Mumbai,2021,2016.0,Food & Agriculture
Clear,Computer Software,Series A to Series H,75000000.0,Bangalore,2021,2011.0,Technology
Groww,Finance,Series A to Series H,250000000.0,Bangalore,2021,2016.0,Finance $ Banking
The Indus Valley,Consumer Goods,unknown,1100000.0,Chennai,2021,2016.0,Other
BharatPe,Financial Services,unknown,10000000.0,New Delhi,2021,2018.0,Consulting & Services
Teachmint,E-learning,Series A to Series H,78000000.0,Bangalore,2021,2020.0,Other
Porter,Logistics & Supply Chain,Series A to Series H,100000000.0,Bangalore,2021,2014.0,Autommotive $ Transportation
O4S,Information Technology & Services,Series A to Series H,6000000.0,Gurugram,2021,2017.0,Technology
Wobb,Marketing,Early Stage,200000.0,Gurugram,2021,2020.0,E-Commerce & Marketplace
BASIC Home Loan,Financial Services,Series A to Series H,3500000.0,Gurugram,2021,2020.0,Consulting & Services
Siply,Financial Services,Early Stage,3200000.0,Bangalore,2021,2020.0,Consulting & Services
BankSathi,Financial Services,unknown,500000.0,New Delhi,2021,2020.0,Consulting & Services
Gramophone,AgriTech,unknown,10000000.0,Indore,2021,2016.0,Technology
Healofy,Femtech,Series A to Series H,6000000.0,Bangalore,2021,2016.0,Technology
E42,Computer Software,Series A to Series H,5400000.0,Pune,2021,2012.0,Technology
Spottabl,Human Resources,Early Stage,400000.0,Bangalore,2021,2017.0,Other
DeHaat,Information Technology & Services,Series A to Series H,115000000.0,Gurugram,2021,2012.0,Technology
Shumee,Retail,unknown,111909478.7413793,Bangalore,2021,2014.0,Other
Zolve,Financial Services,Series A to Series H,40000000.0,Bangalore,2021,2020.0,Consulting & Services
Instoried,Computer Software,unknown,8000000.0,Bangalore,2021,2018.0,Technology
SportZchain,sports,Early Stage,400000.0,Mumbai,2021,2021.0,Other
Hypto,Tech startup,Early Stage,3000000.0,Chennai,2021,2018.0,Technology
CHUPPS,Foootwear,Early Stage,1100000.0,Mumbai,2021,2016.0,Other
Zenduty,Computer Software,Early Stage,1900000.0,Bangalore,2021,2019.0,Technology
R for Rabbit,Consumer Goods,unknown,5000000.0,Ahmedabad,2021,2014.0,Other
Acko,Insurance,Series A to Series H,255000000.0,Bangalore,2021,2016.0,Finance $ Banking
LoveLocal,Retail,Early Stage,18000000.0,Mumbai,2021,2015.0,Other
SupplyNote,Food & Beverages,Early Stage,1200000.0,Noida,2021,2015.0,Food & Agriculture
Vakilsearch,Legal Services,unknown,10000000.0,Chennai,2021,2010.0,Consulting & Services
Cloudphysician,Hospital & Health Care,Early Stage,4000000.0,Bangalore,2021,2017.0,Healthcare
Wiggles.in,Veterinary,Early Stage,5500000.0,Pune,2021,2018.0,Other
Avanti Finance,Financial Services,Series A to Series H,15000000.0,Bangalore,2021,2017.0,Consulting & Services
Vanity Wagon,Consumer Goods,Early Stage,700000.0,New Delhi,2021,2018.0,Other
Purplle,E-commerce,unknown,70000000.0,Mumbai,2021,2012.0,E-Commerce & Marketplace
Wallmantra,Arts & Crafts,unknown,111909478.7413793,Noida,2021,2013.0,Other
MFine,Hospital & Health Care,Series A to Series H,48000000.0,Bangalore,2021,2017.0,Healthcare
Aquatein,Food & Beverages,Early Stage,111909478.7413793,Mumbai,2021,2019.0,Food & Agriculture
Mentza,E-learning,Early Stage,400000.0,Mumbai,2021,2020.0,Other
ConnectedH,Hospital & Health Care,Early Stage,2300000.0,Gurugram,2021,2018.0,Healthcare
CredAvenue,FinTech,Series A to Series H,90000000.0,Chennai,2021,2017.0,Technology
Vedantu,E-learning,Series A to Series H,100000000.0,Bangalore,2021,2011.0,Other
Exotel,Telecommunications,Series A to Series H,35000000.0,Bangalore,2021,2011.0,Other
Fantasy Akhada,sports,Series A to Series H,2000000.0,Gurugram,2021,2020.0,Other
Meesho,Social commerce,unknown,570000000.0,Bangalore,2021,2015.0,E-Commerce & Marketplace
PumPumPum,Automotive,unknown,111909478.7413793,Gurugram,2021,2018.0,Autommotive $ Transportation
Cusmat,Computer Software,Early Stage,100000.0,Hyderabad,2021,2016.0,Technology
Homeville,Information Technology & Services,unknown,7000000.0,Mumbai,2021,2017.0,Technology
Coinshift,Blockchain,Early Stage,2500000.0,Chandigarh,2021,2021.0,Other
Strip Finance,Financial Services,Early Stage,400000.0,Hyderabad,2021,2021.0,Consulting & Services
